,names,links
1832,Penance ,https://www.marvel.com/characters/penance-robert-robbie-baldwin
1833,Peni Parker,https://www.marvel.com/characters/peni-parker
1834,Pennsu,https://www.marvel.com/characters/pennsu
1835,Pepper,https://www.marvel.com/characters/pepper
1836,Pepper Potts,https://www.marvel.com/characters/pepper-potts
1837,Peregrine,https://www.marvel.com/characters/peregrine
1838,Perrikus,https://www.marvel.com/characters/perrikus
1839,Persuader,https://www.marvel.com/characters/persuader
1840,Peter Parker ,https://www.marvel.com/characters/peter-parker-earth-982
1841,Peter Parquagh ,https://www.marvel.com/characters/peter-parquagh-earth-311
1842,Peter Wisdom,https://www.marvel.com/characters/peter-wisdom
1843,Petros ,https://www.marvel.com/characters/petros-earth-311
1844,Phantazia,https://www.marvel.com/characters/phantazia
1845,Phantom Eagle ,https://www.marvel.com/characters/phantom-eagle-counter-earth
1846,Phantom Rider ,https://www.marvel.com/characters/phantom-rider-reno-jones
1847,Phastos,https://www.marvel.com/characters/phastos
1848,Phat,https://www.marvel.com/characters/phat
1849,Phil Coulson,https://www.marvel.com/characters/phil-coulson
1850,Phil Urich,https://www.marvel.com/characters/phil-urich
1851,Phinn Mac Mram,https://www.marvel.com/characters/phinn-mac-mram
1852,Phobius,https://www.marvel.com/characters/phobius
1853,Phobos,https://www.marvel.com/characters/phobos
1854,Phoenix ,https://www.marvel.com/characters/phoenix-jean-grey
1855,Phoenix Force,https://www.marvel.com/characters/phoenix-force
1856,Photon ,https://www.marvel.com/characters/photon-earth-691
1857,Photon ,https://www.marvel.com/characters/photon-genis-vell
1858,Photon ,https://www.marvel.com/characters/photon-jason-dean
1859,Pico Halfghanaghan,https://www.marvel.com/characters/pico-halfghanaghan
1860,Piecemeal,https://www.marvel.com/characters/piecemeal
1861,Piledriver ,https://www.marvel.com/characters/piledriver-brian-calusky
1862,Pilgrim ,https://www.marvel.com/characters/pilgrim-lilin
1863,Piotr Rasputin ,https://www.marvel.com/characters/piotr-rasputin-house-of-m
1864,Pip the Troll,https://www.marvel.com/characters/pip-the-troll
1865,Piranha,https://www.marvel.com/characters/piranha
1866,Pixie ,https://www.marvel.com/characters/pixie-eternal
1867,Pixie ,https://www.marvel.com/characters/pixie-megan-gwynn
1868,Pizza Poppa,https://www.marvel.com/characters/pizza-poppa
1869,Plantman,https://www.marvel.com/characters/plantman
1870,Plasma ,https://www.marvel.com/characters/plasma-leila-o-toole
1871,Plazm,https://www.marvel.com/characters/plazm
1872,Plutonia,https://www.marvel.com/characters/plutonia
1873,Pn'zo,https://www.marvel.com/characters/pn-zo
1874,Poison,https://www.marvel.com/characters/poison
1875,Pokerface,https://www.marvel.com/characters/pokerface
1876,Polaris,https://www.marvel.com/characters/polaris
1877,Polaris ,https://www.marvel.com/characters/polaris-age-of-apocalypse
1878,Polaris ,https://www.marvel.com/characters/polaris-earth-58163
1879,Polaris ,https://www.marvel.com/characters/polaris-ultimate
1880,Porcupine ,https://www.marvel.com/characters/porcupine-alexander-gentry
1881,Porcupine ,https://www.marvel.com/characters/porcupine-proto-husk
1882,Portal,https://www.marvel.com/characters/portal
1883,Poseidon,https://www.marvel.com/characters/poseidon
1884,Possessor ,https://www.marvel.com/characters/possessor-kamo-tharnn
1885,Post,https://www.marvel.com/characters/post
1886,Poundcakes,https://www.marvel.com/characters/poundcakes
1887,Powderkeg,https://www.marvel.com/characters/powderkeg
1888,Power Broker ,https://www.marvel.com/characters/power-broker
1889,Power Man ,https://www.marvel.com/characters/power-man-victor-alvarez
1890,Power Princess ,https://www.marvel.com/characters/power-princess-earth-712
1891,Powerhouse ,https://www.marvel.com/characters/powerhouse-rieg-davan
1892,Powerhouse ,https://www.marvel.com/characters/powerhouse-unrevealed
1893,Praxagora,https://www.marvel.com/characters/praxagora
1894,Preak,https://www.marvel.com/characters/preak
1895,Presence,https://www.marvel.com/characters/presence
1896,Pretty Boy,https://www.marvel.com/characters/pretty-boy
1897,Prime Mover,https://www.marvel.com/characters/prime-mover
1898,Prime Skrull,https://www.marvel.com/characters/prime-skrull
1899,Primo,https://www.marvel.com/characters/primo
1900,Prince of Orphans ,https://www.marvel.com/characters/prince-of-orphans-john-aman
1901,Prince Wayfinder,https://www.marvel.com/characters/prince-wayfinder
1902,Princess Omaka,https://www.marvel.com/characters/princess-omaka
1903,Princess Python,https://www.marvel.com/characters/princess-python
1904,Princess Teela,https://www.marvel.com/characters/princess-teela
1905,Proctor,https://www.marvel.com/characters/proctor
1906,Prodigy ,https://www.marvel.com/characters/prodigy-david-alleyne
1907,Prodigy ,https://www.marvel.com/characters/prodigy-ritchie-gilmore
1908,Prodigy ,https://www.marvel.com/characters/prodigy-timothy-wilkerson
1909,Professor Gilbert,https://www.marvel.com/characters/professor-gilbert
1910,Professor X,https://www.marvel.com/characters/professor-x
1911,Professor X ,https://www.marvel.com/characters/professor-x-ultimate
1912,Prosh,https://www.marvel.com/characters/prosh
1913,Protector,https://www.marvel.com/characters/protector
1914,Prot,https://www.marvel.com/characters/protg-earth-691
1915,Proteus ,https://www.marvel.com/characters/proteus-ultimate
1916,Prowler,https://www.marvel.com/characters/prowler-aaron-davis
1917,Prowler ,https://www.marvel.com/characters/prowler-hobie-brown
1918,Prowler ,https://www.marvel.com/characters/prowler-rick-lawson
1919,Proxima Midnight,https://www.marvel.com/characters/proxima-midnight
1920,Pryor Cashman,https://www.marvel.com/characters/pryor-cashman
1921,Psi-Wolf,https://www.marvel.com/characters/psi-wolf
1922,Psycho-Man,https://www.marvel.com/characters/psycho-man
1923,Psyklop,https://www.marvel.com/characters/psyklop
1924,Psykos,https://www.marvel.com/characters/psykos
1925,Psylocke,https://www.marvel.com/characters/psylocke
1926,Puck ,https://www.marvel.com/characters/puck-eugene-judd
1927,Puck ,https://www.marvel.com/characters/puck-zuzha-yu
1928,Puff Adder,https://www.marvel.com/characters/puff-adder
1929,Puma,https://www.marvel.com/characters/puma
1930,Punisher ,https://www.marvel.com/characters/punisher-earth-928
1931,The Punisher,https://www.marvel.com/characters/punisher-frank-castle
1932,Puppet Master,https://www.marvel.com/characters/puppet-master
1933,Purge ,https://www.marvel.com/characters/purge-mutant
1934,Purge ,https://www.marvel.com/characters/purge-unrevealed
1935,Kilgrave,https://www.marvel.com/characters/purple-man
1936,Pyro,https://www.marvel.com/characters/pyro
1937,Quagmire,https://www.marvel.com/characters/quagmire
1938,Quake,https://www.marvel.com/characters/quake-daisy-johnson
1939,Quantum,https://www.marvel.com/characters/quantum
1940,Quasar ,https://www.marvel.com/characters/quasar-phyla-vell
1941,Quasar ,https://www.marvel.com/characters/quasar-wendell-vaughn
1942,Quasimodo,https://www.marvel.com/characters/quasimodo
1943,Queen,https://www.marvel.com/characters/queen
1944,Queen Adora,https://www.marvel.com/characters/queen-adora
1945,Queen Divine Justice,https://www.marvel.com/characters/queen-divine-justice
1946,Queen Ramonda,https://www.marvel.com/characters/queen-ramonda
1947,Queen Veranke,https://www.marvel.com/characters/queen-veranke
1948,Quicksand,https://www.marvel.com/characters/quicksand
1949,Quicksilver,https://www.marvel.com/characters/quicksilver
1950,Quicksilver ,https://www.marvel.com/characters/quicksilver-age-of-apocalypse
1951,Quicksilver ,https://www.marvel.com/characters/quicksilver-earth-58163
1952,Quicksilver ,https://www.marvel.com/characters/quicksilver-ultimate
1953,Quill ,https://www.marvel.com/characters/quill-maxwell-jordan
1954,Quintronic Man,https://www.marvel.com/characters/quintronic-man
1955,Quiver ,https://www.marvel.com/characters/quiver-earth-928
1956,Quoi,https://www.marvel.com/characters/quoi
1957,R'kin,https://www.marvel.com/characters/r-kin
1958,Ra-Venn,https://www.marvel.com/characters/ra-venn
1959,Radioactive Man ,https://www.marvel.com/characters/radioactive-man-chen-lu
1960,Radius ,https://www.marvel.com/characters/radius-jared-corbo
1961,Rage,https://www.marvel.com/characters/rage
1962,Raker,https://www.marvel.com/characters/raker
1963,Rama Kaliph,https://www.marvel.com/characters/rama-kaliph
1964,Ramades,https://www.marvel.com/characters/ramades
1965,Ramrog,https://www.marvel.com/characters/ramrog
1966,Rancor ,https://www.marvel.com/characters/rancor-earth-691
1967,Randall Crowne,https://www.marvel.com/characters/randall-crowne
1968,Randi Couper,https://www.marvel.com/characters/randi-couper
1969,Random,https://www.marvel.com/characters/random
1970,Ransak,https://www.marvel.com/characters/ransak
1971,Bushman,https://www.marvel.com/characters/raoul-bushman
1972,Raphael Suarez,https://www.marvel.com/characters/raphael-suarez
1973,Raptor ,https://www.marvel.com/characters/raptor-damon-ryder
1974,Raptor ,https://www.marvel.com/characters/raptor-earth-982
1975,Raptra,https://www.marvel.com/characters/raptra
1976,Rapture ,https://www.marvel.com/characters/rapture-sister-joy
1977,Rapture ,https://www.marvel.com/characters/rapture-unrevealed
1978,Rastus,https://www.marvel.com/characters/rastus
1979,Rattler,https://www.marvel.com/characters/rattler
1980,Ravage ,https://www.marvel.com/characters/ravage-earth-928
1981,Ravage ,https://www.marvel.com/characters/ravage-geoffrey-crawford
1982,Ravenous,https://www.marvel.com/characters/ravenous
1983,Ravonna Renslayer,https://www.marvel.com/characters/ravonna-renslayer
1984,Raza,https://www.marvel.com/characters/raza
1985,Razor ,https://www.marvel.com/characters/razor-fraternity-of-raptors
1986,Razorback,https://www.marvel.com/characters/razorback
1987,Rebound,https://www.marvel.com/characters/rebound
1988,Recorder,https://www.marvel.com/characters/recorder
1989,Red Dagger,https://www.marvel.com/characters/red-dagger-kareem
1990,Red Ghost,https://www.marvel.com/characters/red-ghost
1991,Red Guardian ,https://www.marvel.com/characters/red-guardian-alexei-shostakov
1992,Red Hulk,https://www.marvel.com/characters/red-hulk
1993,Red King ,https://www.marvel.com/characters/red-king-angmo-ii
1994,Red Lotus ,https://www.marvel.com/characters/red-lotus-paul-hark
1995,Red Raven ,https://www.marvel.com/characters/red-raven-proto-husk
1996,Red She-Hulk,https://www.marvel.com/characters/red-she-hulk
1997,Red Shift,https://www.marvel.com/characters/red-shift
1998,Red Shirt,https://www.marvel.com/characters/red-shirt
1999,Red Skull ,https://www.marvel.com/characters/red-skull-johann-shmidt
2000,Red Skull ,https://www.marvel.com/characters/red-skull-ultimate
2001,Red Wolf ,https://www.marvel.com/characters/red-wolf-earth-829
2002,Redeemer,https://www.marvel.com/characters/redeemer
2003,Reed Richards ,https://www.marvel.com/characters/reed-richards-earth-2992
2004,Regent,https://www.marvel.com/characters/regent
2005,Ren Kimura,https://www.marvel.com/characters/ren-kimura
2006,Reptil ,https://www.marvel.com/characters/reptil-humberto-lopez
2007,Reptilla ,https://www.marvel.com/characters/reptilla-proto-husk
2008,Reptyl,https://www.marvel.com/characters/reptyl
2009,Revanche,https://www.marvel.com/characters/revanche
2010,Rhea,https://www.marvel.com/characters/rhea
2011,Rhino ,https://www.marvel.com/characters/rhino-aleksei-sytsevich
2012,Rhodney ,https://www.marvel.com/characters/rhodney-earth-691
2013,Richard Fisk,https://www.marvel.com/characters/richard-fisk
2014,Richard Malone,https://www.marvel.com/characters/richard-malone
2015,Richard Willis,https://www.marvel.com/characters/richard-willis
2016,Rick Jones,https://www.marvel.com/characters/rick-jones
2017,Rick Mason,https://www.marvel.com/characters/rick-mason
2018,Ricochet ,https://www.marvel.com/characters/ricochet-johnny-gallo
2019,Rictor,https://www.marvel.com/characters/rictor
2020,Riger,https://www.marvel.com/characters/riger
2021,Rigger Ruiz,https://www.marvel.com/characters/rigger-ruiz
2022,Right Arm ,https://www.marvel.com/characters/right-arm-mccord
2023,Right Leg ,https://www.marvel.com/characters/right-leg-van-dyke
2024,Ringer ,https://www.marvel.com/characters/ringer-anthony-davis
2025,Ringer ,https://www.marvel.com/characters/ringer-proto-husk
2026,Rintrah,https://www.marvel.com/characters/rintrah
2027,Riot ,https://www.marvel.com/characters/riot-heidi-sladkin
2028,Risque,https://www.marvel.com/characters/risque
2029,Rive,https://www.marvel.com/characters/rive
2030,Robert Kelly,https://www.marvel.com/characters/robert-kelly
2031,Robert Reynolds ,https://www.marvel.com/characters/robert-reynolds-house-of-m
2032,Robert Rider,https://www.marvel.com/characters/robert-rider
2033,Rock Python,https://www.marvel.com/characters/rock-python
2034,Rocket,https://www.marvel.com/characters/rocket
2035,Rocket Racer,https://www.marvel.com/characters/rocket-racer
2036,Roger Norvell,https://www.marvel.com/characters/roger-norvell
2037,Rogue,https://www.marvel.com/characters/rogue
2038,Rogue ,https://www.marvel.com/characters/rogue-age-of-apocalypse
2039,Rogue ,https://www.marvel.com/characters/rogue-earth-1009
2040,Rogue ,https://www.marvel.com/characters/rogue-earth-58163
2041,Rogue ,https://www.marvel.com/characters/rogue-ultimate
2042,Roma,https://www.marvel.com/characters/roma
2043,Romulus,https://www.marvel.com/characters/romulus
2044,Ronald Rankin,https://www.marvel.com/characters/ronald-rankin
2045,Ronan,https://www.marvel.com/characters/ronan
2046,Rose ,https://www.marvel.com/characters/rose-blume
2047,Rose ,https://www.marvel.com/characters/rose-jacob-connover
2048,Roughouse,https://www.marvel.com/characters/roughouse
2049,Ruby Thursday,https://www.marvel.com/characters/ruby-thursday
2050,Ruckus,https://www.marvel.com/characters/ruckus
2051,Rumor,https://www.marvel.com/characters/rumor
2052,Rune,https://www.marvel.com/characters/rune
2053,Runner,https://www.marvel.com/characters/runner
2054,Russian,https://www.marvel.com/characters/russian
2055,Ryder,https://www.marvel.com/characters/ryder
2056,Ryoko Saguri,https://www.marvel.com/characters/ryoko-saguri
2057,S'Byll,https://www.marvel.com/characters/s-byll
2058,Saberclaw ,https://www.marvel.com/characters/saberclaw-earth-982
2059,Sabretooth,https://www.marvel.com/characters/sabretooth
2060,Sabretooth ,https://www.marvel.com/characters/sabretooth-earth-295
2061,Sabretooth ,https://www.marvel.com/characters/sabretooth-earth-58163
2062,Sabretooth ,https://www.marvel.com/characters/sabretooth-ultimate
2063,Sack ,https://www.marvel.com/characters/sack-nelson-frank
2064,Sage,https://www.marvel.com/characters/sage
2065,Salo,https://www.marvel.com/characters/salo
2066,Salom,https://www.marvel.com/characters/salom
2067,Salt,https://www.marvel.com/characters/salt
2068,Sam Buchanan,https://www.marvel.com/characters/sam-buchanan
2069,Captain America,https://www.marvel.com/characters/sam-wilson
2070,Sam Wilson ,https://www.marvel.com/characters/sam-wilson-ultimate
2071,Samaya,https://www.marvel.com/characters/samaya
2072,Sam,https://www.marvel.com/characters/samdr
2073,Sammael,https://www.marvel.com/characters/sammael
2074,Sammy Silke,https://www.marvel.com/characters/sammy-silke
2075,Sandee Savage,https://www.marvel.com/characters/sandee-savage
2076,Sandi Brandenberg,https://www.marvel.com/characters/sandi-brandenberg
2077,Sandman ,https://www.marvel.com/characters/sandman-earth-311
2078,Sandman ,https://www.marvel.com/characters/sandman-ultimate
2079,Sandman ,https://www.marvel.com/characters/sandman-william-baker
2080,Sandu,https://www.marvel.com/characters/sandu
2081,Sangre,https://www.marvel.com/characters/sangre
2082,Saracen,https://www.marvel.com/characters/saracen-muzzafar-lambert
2083,Sarah Moreels,https://www.marvel.com/characters/sarah-moreels
2084,Sasha Aleksandra Nikolaevich,https://www.marvel.com/characters/sasha-aleksandra-nikolaevich
2085,Sasquatch ,https://www.marvel.com/characters/sasquatch-walter-langkowski
2086,Satana,https://www.marvel.com/characters/satana
2087,Satannish,https://www.marvel.com/characters/satannish
2088,Saturnyne,https://www.marvel.com/characters/saturnyne
2089,Satyr,https://www.marvel.com/characters/satyr
2090,Sauron,https://www.marvel.com/characters/sauron
2091,Scanner,https://www.marvel.com/characters/scanner
2092,Scarab,https://www.marvel.com/characters/scarab
2093,Scarecrow ,https://www.marvel.com/characters/scarecrow-ebenezer-laughton
2094,Scarlet Beetle,https://www.marvel.com/characters/scarlet-beetle
2095,Scarlet Centurion ,https://www.marvel.com/characters/scarlet-centurion-marcus-kang
2096,Scarlet Scarab,https://www.marvel.com/characters/scarlet-scarab
2097,Scarlet Spider ,https://www.marvel.com/characters/scarlet-spider-ben-reilly
2098,Scarlet Spider ,https://www.marvel.com/characters/scarlet-spider-earth-982
2099,Scarlet Witch ,https://www.marvel.com/characters/scarlet-witch-age-of-apocalypse
2100,Wanda Maximoff,https://www.marvel.com/characters/scarlet-witch-wanda-maximoff
2101,Scattershot,https://www.marvel.com/characters/scattershot
2102,Scintilla,https://www.marvel.com/characters/scintilla
2103,Scion,https://www.marvel.com/characters/scion
2104,Scorcher,https://www.marvel.com/characters/scorcher
2105,Scorpia,https://www.marvel.com/characters/scorpia
2106,Scorpio ,https://www.marvel.com/characters/scorpio-jacob-fury
2107,Scorpio ,https://www.marvel.com/characters/scorpio-world-trust
2108,Scorpion ,https://www.marvel.com/characters/scorpion-carmilla-black
2109,Scott  Summers ,https://www.marvel.com/characters/scott-summers-house-of-m
2110,Scrambler,https://www.marvel.com/characters/scrambler
2111,Scratch ,https://www.marvel.com/characters/scratch-earth-998
2112,Scream ,https://www.marvel.com/characters/scream-donna-diego
2113,Screwball,https://www.marvel.com/characters/screwball
2114,Scribe ,https://www.marvel.com/characters/scribe-jane-hampshire
2115,Scythe,https://www.marvel.com/characters/scythe
2116,Sea Leopard,https://www.marvel.com/characters/sea-leopard
2117,Seamus MacGillicuddy,https://www.marvel.com/characters/seamus-macgillicuddy
2118,Sebastian Shaw,https://www.marvel.com/characters/sebastian-shaw
2119,Sebastian Shaw ,https://www.marvel.com/characters/sebastian-shaw-house-of-m
2120,Secret ninja,https://www.marvel.com/characters/secret-ninja
2121,Sedna,https://www.marvel.com/characters/sedna
2122,Seeker,https://www.marvel.com/characters/seeker
2123,Seer,https://www.marvel.com/characters/seer
2124,Seiji Honda,https://www.marvel.com/characters/seiji-honda
2125,Selene,https://www.marvel.com/characters/selene
2126,Selfish Moon ,https://www.marvel.com/characters/selfish-moon-id
2127,Sentry ,https://www.marvel.com/characters/sentry-robert-reynolds
2128,Sentry ,https://www.marvel.com/characters/sentry-val
2129,Sentry 459,https://www.marvel.com/characters/sentry-459
2130,Sera,https://www.marvel.com/characters/sera
2131,Serpentina ,https://www.marvel.com/characters/serpentina-earth-928
2132,Sersi,https://www.marvel.com/characters/sersi
2133,Set,https://www.marvel.com/characters/set
2134,Seth,https://www.marvel.com/characters/seth
2135,Seward Trainer,https://www.marvel.com/characters/seward-trainer
2136,Shaddo ,https://www.marvel.com/characters/shaddo-earth-691
2137,Shades,https://www.marvel.com/characters/shades
2138,Shadow King,https://www.marvel.com/characters/shadow-king
2139,Shadowcat ,https://www.marvel.com/characters/shadowcat-age-of-apocalypse
2140,Shadowcat ,https://www.marvel.com/characters/shadowcat-ultimate
2141,Shadowknight ,https://www.marvel.com/characters/shadowknight-randall-spector
2142,Shadu the Shady,https://www.marvel.com/characters/shadu-the-shady
2143,Sham ,https://www.marvel.com/characters/sham-earth-928
2144,Shaman,https://www.marvel.com/characters/shaman
2145,Shamrock,https://www.marvel.com/characters/shamrock
2146,Shang-Chi,https://www.marvel.com/characters/shang-chi
2147,Shanna,https://www.marvel.com/characters/shanna
2148,Shape ,https://www.marvel.com/characters/shape-earth-712
2149,Shard,https://www.marvel.com/characters/shard
2150,Sharon Carter,https://www.marvel.com/characters/sharon-carter
2151,Sharon Friedlander,https://www.marvel.com/characters/sharon-friedlander
2152,Shathra,https://www.marvel.com/characters/shathra
2153,Shatterax,https://www.marvel.com/characters/shatterax
2154,Shatterfist,https://www.marvel.com/characters/shatterfist
2155,Shatterstar,https://www.marvel.com/characters/shatterstar
2156,Shaylee Moonpeddle,https://www.marvel.com/characters/shaylee-moonpeddle
2157,She-Hulk,https://www.marvel.com/characters/she-hulk-jennifer-walters
2158,Shell-Shock,https://www.marvel.com/characters/shell-shock
2159,Shin,https://www.marvel.com/characters/shin
2160,Shinobi Shaw,https://www.marvel.com/characters/shinobi-shaw
2161,Shiva,https://www.marvel.com/characters/shiva
2162,Shiver Man,https://www.marvel.com/characters/shiver-man
2163,Shocker,https://www.marvel.com/characters/shocker-herman-schultz
2164,Shockwave,https://www.marvel.com/characters/shockwave
2165,Shola Inkosi,https://www.marvel.com/characters/shola-inkosi
2166,Shriek,https://www.marvel.com/characters/shriek
2167,Shroud,https://www.marvel.com/characters/shroud
2168,Shuma-Gorath,https://www.marvel.com/characters/shuma-gorath
2169,Shuri,https://www.marvel.com/characters/shuri
2170,Siberion,https://www.marvel.com/characters/siberion
2171,Sibylla,https://www.marvel.com/characters/sibylla
2172,Side-step ,https://www.marvel.com/characters/side-step-earth-691
2173,Sidereus,https://www.marvel.com/characters/sidereus
2174,Sidewinder ,https://www.marvel.com/characters/sidewinder-seth-voelker
2175,Siena Blaze,https://www.marvel.com/characters/siena-blaze
2176,Sif,https://www.marvel.com/characters/sif
2177,Sigyn,https://www.marvel.com/characters/sigyn
2178,Silencer,https://www.marvel.com/characters/silencer
2179,Silent Fox,https://www.marvel.com/characters/silent-fox
2180,Silhouette,https://www.marvel.com/characters/silhouette
2181,Silk,https://www.marvel.com/characters/silk-cindy-moon
2182,Silly Seal,https://www.marvel.com/characters/silly-seal
2183,Silver Fox,https://www.marvel.com/characters/silver-fox
2184,Silver Sable,https://www.marvel.com/characters/silver-sable
2185,Silver Samurai,https://www.marvel.com/characters/silver-samurai
2186,Silver Samurai ,https://www.marvel.com/characters/silver-samurai-age-of-apocalypse
2187,Silver Surfer,https://www.marvel.com/characters/silver-surfer
2188,Silver Surfer ,https://www.marvel.com/characters/silver-surfer-marvel-zombies
2189,Silver Surfers ,https://www.marvel.com/characters/silver-surfers-ultimate
2190,Silverclaw,https://www.marvel.com/characters/silverclaw
2191,Silvermane,https://www.marvel.com/characters/silvermane
2192,Simon Stroud,https://www.marvel.com/characters/simon-stroud
2193,Sin ,https://www.marvel.com/characters/sin-sinthea-shmidt
2194,Sin-Eater ,https://www.marvel.com/characters/sin-eater-stanley-carter
2195,Singing Spider,https://www.marvel.com/characters/singing-spider
2196,Singularity,https://www.marvel.com/characters/singularity
2197,Sinister ,https://www.marvel.com/characters/sinister-age-of-apocalypse
2198,Sinister ,https://www.marvel.com/characters/sinister-ultimate
2199,Sinister Claudine Renko,https://www.marvel.com/characters/sinister-claudine-renko
2200,Sinsear,https://www.marvel.com/characters/sinsear
2201,Sir Benedict,https://www.marvel.com/characters/sir-benedict
2202,Sir Denis Nayland Smith,https://www.marvel.com/characters/sir-denis-nayland-smith
2203,Siren ,https://www.marvel.com/characters/siren-earth-93060
2204,Sirocco,https://www.marvel.com/characters/sirocco
2205,Sise-Neg,https://www.marvel.com/characters/sise-neg
2206,Sister Maggie,https://www.marvel.com/characters/sister-maggie-margaret-murdock
2207,Sister Nil,https://www.marvel.com/characters/sister-nil
2208,Sister Wanda ,https://www.marvel.com/characters/sister-wanda-earth-311
2209,Skaar,https://www.marvel.com/characters/skaar
2210,Skadi,https://www.marvel.com/characters/skadi
2211,Skein,https://www.marvel.com/characters/skein
2212,Skids,https://www.marvel.com/characters/skids
2213,Skin,https://www.marvel.com/characters/skin
2214,Skin-Bender,https://www.marvel.com/characters/skin-bender
2215,Skinner,https://www.marvel.com/characters/skinner
2216,Skornn,https://www.marvel.com/characters/skornn
2217,Skreet,https://www.marvel.com/characters/skreet
2218,Skrullian Skymaster ,https://www.marvel.com/characters/skrullian-skymaster-earth-712
2219,Skullbuster ,https://www.marvel.com/characters/skullbuster-female
2220,Skullbuster ,https://www.marvel.com/characters/skullbuster-male
2221,Skullfire ,https://www.marvel.com/characters/skullfire-earth-928
2222,Skyhawk,https://www.marvel.com/characters/skyhawk
2223,Skylark ,https://www.marvel.com/characters/skylark-earth-712
2224,Slapstick,https://www.marvel.com/characters/slapstick
2225,Slaver,https://www.marvel.com/characters/slaver
2226,Slayback,https://www.marvel.com/characters/slayback
2227,Sleepwalker,https://www.marvel.com/characters/sleepwalker
2228,Slipstream,https://www.marvel.com/characters/slipstream
2229,Slug,https://www.marvel.com/characters/slug
2230,Slyde,https://www.marvel.com/characters/slyde
2231,Smasher ,https://www.marvel.com/characters/smasher-vril-rokk
2232,Smiling Tiger,https://www.marvel.com/characters/smiling-tiger-conrad-mack
2233,Smuggler ,https://www.marvel.com/characters/smuggler-conrad-josten
2234,Snowbird,https://www.marvel.com/characters/snowbird
2235,Snowblind,https://www.marvel.com/characters/snowblind
2236,Solar Wind,https://www.marvel.com/characters/solar-wind
2237,Solarr,https://www.marvel.com/characters/solarr
2238,Solarr ,https://www.marvel.com/characters/solarr-counter-earth
2239,Solitaire,https://www.marvel.com/characters/solitaire
2240,Solo ,https://www.marvel.com/characters/solo-james-bourne
2241,Songbird,https://www.marvel.com/characters/songbird
2242,Soul Eater,https://www.marvel.com/characters/soul-eater
2243,Soulfire,https://www.marvel.com/characters/soulfire
2244,South Wind ,https://www.marvel.com/characters/south-wind-minamiyori
2245,South Wind ,https://www.marvel.com/characters/south-wind-unrevealed
2246,Specter,https://www.marvel.com/characters/specter
2247,Speed,https://www.marvel.com/characters/speed
2248,Speed Demon,https://www.marvel.com/characters/speed-demon
2249,Speedfreek,https://www.marvel.com/characters/speedfreek
2250,Sphinx ,https://www.marvel.com/characters/sphinx-meryet-karim
2251,Spider-Girl ,https://www.marvel.com/characters/spider-girl-anya-corazon
2252,Spider-Girl ,https://www.marvel.com/characters/spider-girl-may-mayday-parker
2253,Spider-Ham ,https://www.marvel.com/characters/spider-ham-peter-porker
2254,Spider-Man ,https://www.marvel.com/characters/spider-man-earth-58163
2255,Spider-Man ,https://www.marvel.com/characters/spider-man-marvel-zombies
2256,Spider-Man,https://www.marvel.com/characters/spider-man-miles-morales
2257,Spider-Man,https://www.marvel.com/characters/spider-man-peter-parker
2258,Spider-Man ,https://www.marvel.com/characters/spider-man-ultimate
2259,Spider-Man 2099,https://www.marvel.com/characters/spider-man-2099-miguel-o-hara
2260,Spider-Man Noir,https://www.marvel.com/characters/spider-man-noir
2261,Spider-Woman ,https://www.marvel.com/characters/spider-woman-earth-58163
2262,Spider-Woman,https://www.marvel.com/characters/spider-woman-jessica-drew
2263,Spidercide,https://www.marvel.com/characters/spidercide
2264,Spike,https://www.marvel.com/characters/spike
2265,Spiral ,https://www.marvel.com/characters/spiral-rita-wayword
2266,Spirit,https://www.marvel.com/characters/spirit
2267,Spirit of '76,https://www.marvel.com/characters/spirit-of-76
2268,Spitfire,https://www.marvel.com/characters/spitfire
2269,Spot,https://www.marvel.com/characters/spot
2270,Spot ,https://www.marvel.com/characters/spot-ultimate
2271,Sprite,https://www.marvel.com/characters/sprite
2272,Spyder,https://www.marvel.com/characters/spyder
2273,Spymaster,https://www.marvel.com/characters/spymaster
2274,Spymaster ,https://www.marvel.com/characters/spymaster-nathan-lemon
2275,Squid,https://www.marvel.com/characters/squid
2276,Squid-Boy,https://www.marvel.com/characters/squid-boy
2277,Squirrel Girl,https://www.marvel.com/characters/squirrel-girl-doreen-green
2278,Squorm,https://www.marvel.com/characters/squorm
2279,Stallior,https://www.marvel.com/characters/stallior
2280,Star Thief ,https://www.marvel.com/characters/star-thief-barry-bauman
2281,Star Thief ,https://www.marvel.com/characters/star-thief-ditmil-pirvat
2282,Star-Lord,https://www.marvel.com/characters/star-lord-peter-quill
2283,Star-Thief,https://www.marvel.com/characters/star-thief
2284,Starbolt,https://www.marvel.com/characters/starbolt
2285,Stardust,https://www.marvel.com/characters/stardust
2286,Starfox,https://www.marvel.com/characters/starfox-eros
2287,Starlight,https://www.marvel.com/characters/starlight
2288,Starseed,https://www.marvel.com/characters/starseed
2289,Stature,https://www.marvel.com/characters/stature
2290,Steel Serpent,https://www.marvel.com/characters/steel-serpent-davos
2291,Steel Slammer,https://www.marvel.com/characters/steel-slammer
2292,Steel Spider,https://www.marvel.com/characters/steel-spider
2293,Steel Wind,https://www.marvel.com/characters/steel-wind
2294,Stegron,https://www.marvel.com/characters/stegron
2295,Stellaris,https://www.marvel.com/characters/stellaris
