,names,links
2296,Stepford Cuckoos,https://www.marvel.com/characters/stepford-cuckoos
2297,Stephen Strange ,https://www.marvel.com/characters/stephen-strange-earth-311
2298,Stick,https://www.marvel.com/characters/stick
2299,Sticker,https://www.marvel.com/characters/sticker
2300,Stilt-Man ,https://www.marvel.com/characters/stilt-man-wilbur-day
2301,Stingray ,https://www.marvel.com/characters/stingray-walter-newell
2302,Stonewall,https://www.marvel.com/characters/stonewall
2303,Storm,https://www.marvel.com/characters/storm
2304,Storm ,https://www.marvel.com/characters/storm-age-of-apocalypse
2305,Storm ,https://www.marvel.com/characters/storm-ultimate
2306,Stranger,https://www.marvel.com/characters/stranger
2307,Straw Man,https://www.marvel.com/characters/straw-man
2308,Striker,https://www.marvel.com/characters/striker
2309,Stripmine,https://www.marvel.com/characters/stripmine
2310,Strong Guy,https://www.marvel.com/characters/strong-guy
2311,Strong Man ,https://www.marvel.com/characters/strong-man-bruce-olafsen
2312,Stryfe,https://www.marvel.com/characters/stryfe
2313,Stuff,https://www.marvel.com/characters/stuff
2314,Stunt-Master,https://www.marvel.com/characters/stunt-master
2315,Sub-Mariner,https://www.marvel.com/characters/sub-mariner
2316,Sub-Mariner ,https://www.marvel.com/characters/sub-mariner-earth-58163
2317,Sublime,https://www.marvel.com/characters/sublime
2318,Sugar Man ,https://www.marvel.com/characters/sugar-man-age-of-apocalypse
2319,Suicide,https://www.marvel.com/characters/suicide
2320,Suma-Ket,https://www.marvel.com/characters/suma-ket
2321,Sunder,https://www.marvel.com/characters/sunder
2322,Sundragon,https://www.marvel.com/characters/sundragon
2323,Sunfire ,https://www.marvel.com/characters/sunfire-age-of-apocalypse
2324,Sunfire ,https://www.marvel.com/characters/sunfire-earth-2109
2325,Sunfire ,https://www.marvel.com/characters/sunfire-shiro-yoshida
2326,Sunpyre,https://www.marvel.com/characters/sunpyre
2327,Sunset Bain,https://www.marvel.com/characters/sunset-bain
2328,Sunspot,https://www.marvel.com/characters/sunspot
2329,Sunspot ,https://www.marvel.com/characters/sunspot-age-of-apocalypse
2330,Sunstreak ,https://www.marvel.com/characters/sunstreak-andrea-roarke
2331,Sunstroke,https://www.marvel.com/characters/sunstroke
2332,Super Sabre,https://www.marvel.com/characters/super-sabre
2333,Super-Adaptoid,https://www.marvel.com/characters/super-adaptoid
2334,Super-Ego,https://www.marvel.com/characters/super-ego
2335,Super-Skrull,https://www.marvel.com/characters/super-skrull
2336,Supercharger,https://www.marvel.com/characters/supercharger
2337,Superconductor,https://www.marvel.com/characters/superconductor
2338,Supergiant,https://www.marvel.com/characters/supergiant
2339,Superia,https://www.marvel.com/characters/superia
2340,Supernaut,https://www.marvel.com/characters/supernaut
2341,Supreme Intelligence,https://www.marvel.com/characters/supreme-intelligence
2342,Surge ,https://www.marvel.com/characters/surge-noriko-ashida
2343,Surtur,https://www.marvel.com/characters/surtur
2344,Survivor,https://www.marvel.com/characters/survivor
2345,Suspensor,https://www.marvel.com/characters/suspensor
2346,Swad,https://www.marvel.com/characters/swad
2347,Swarm,https://www.marvel.com/characters/swarm
2348,Sway,https://www.marvel.com/characters/sway
2349,Switchback ,https://www.marvel.com/characters/switchback-age-of-apocalypse
2350,Swordsman ,https://www.marvel.com/characters/swordsman-andreas-strucker
2351,Jack,https://www.marvel.com/characters/swordsman-jacques-duquesne
2352,Sydney Taine ,https://www.marvel.com/characters/sydney-taine-earth-1211
2353,Sylvie Laufeydottir,https://www.marvel.com/characters/sylvie
2354,Synch,https://www.marvel.com/characters/synch
2355,Syphonn,https://www.marvel.com/characters/syphonn
2356,T-Ray,https://www.marvel.com/characters/t-ray
2357,Tae,https://www.marvel.com/characters/tae
2358,Tagak,https://www.marvel.com/characters/tagak
2359,Takachiho,https://www.marvel.com/characters/takachiho
2360,Talisman ,https://www.marvel.com/characters/talisman-elizabeth-twoyoungmen
2361,Talon ,https://www.marvel.com/characters/talon-fraternity-of-raptors
2362,Talos,https://www.marvel.com/characters/talos
2363,Tamara Rahn,https://www.marvel.com/characters/tamara-rahn
2364,Tana Nile,https://www.marvel.com/characters/tana-nile
2365,Tankk,https://www.marvel.com/characters/tankk
2366,Tarantula ,https://www.marvel.com/characters/tarantula-maria-vaques
2367,Taskmaster,https://www.marvel.com/characters/taskmaster
2368,Taskmaster ,https://www.marvel.com/characters/taskmaster-avengers-forever
2369,Taskmaster ,https://www.marvel.com/characters/taskmaster-earth-22000
2370,Taskmaster ,https://www.marvel.com/characters/taskmaster-earth-8909
2371,Tatterdemalion,https://www.marvel.com/characters/tatterdemalion
2372,Taurus ,https://www.marvel.com/characters/taurus-cornelius-van-lunt
2373,Taweret,https://www.marvel.com/characters/taweret
2374,Tempo,https://www.marvel.com/characters/tempo
2375,Tenebrae,https://www.marvel.com/characters/tenebrae
2376,Tenebrous,https://www.marvel.com/characters/tenebrous
2377,Terrax,https://www.marvel.com/characters/terrax
2378,Terraxia,https://www.marvel.com/characters/terraxia
2379,Terror,https://www.marvel.com/characters/terror
2380,Terry Aaronson ,https://www.marvel.com/characters/terry-aaronson-age-of-apocalypse
2381,TESS-One,https://www.marvel.com/characters/tess-one
2382,Texas Twister,https://www.marvel.com/characters/texas-twister
2383,Thakorr,https://www.marvel.com/characters/thakorr
2384,Thanatos,https://www.marvel.com/characters/thanatos
2385,Thanos,https://www.marvel.com/characters/thanos
2386,Tharamus,https://www.marvel.com/characters/tharamus
2387,The Amazing Spider-Man,https://www.marvel.com/characters/the-amazing-spider-man
2388,The Captain,https://www.marvel.com/characters/the-captain
2389,The Goats,https://www.marvel.com/characters/the-goats-toothgnasher-and-toothgrinder
2390,The Living Colossus It,https://www.marvel.com/characters/the-living-colossus-it
2391,The Locust,https://www.marvel.com/characters/the-locust-fernanda-rodriguez
2392,The Thing ,https://www.marvel.com/characters/thing-benjamin-grimm
2393,The Thousand,https://www.marvel.com/characters/the-thousand
2394,The Wink ,https://www.marvel.com/characters/the-wink-benedetta-gaetani
2395,Thena,https://www.marvel.com/characters/thena
2396,Thermite ,https://www.marvel.com/characters/thermite-earth-712
2397,Thialfi,https://www.marvel.com/characters/thialfi
2398,Thing ,https://www.marvel.com/characters/thing-2006-animated
2399,Thing ,https://www.marvel.com/characters/thing-earth-928
2400,Thing ,https://www.marvel.com/characters/thing-mad-thinker-s-android
2401,Thing ,https://www.marvel.com/characters/thing-ricardo-jones
2402,Thing ,https://www.marvel.com/characters/thing-ultimate
2403,Third Rail,https://www.marvel.com/characters/third-rail
2404,Thog,https://www.marvel.com/characters/thog
2405,Thor,https://www.marvel.com/characters/thor-thor-odinson
2406,Thor ,https://www.marvel.com/characters/thor-ultimate
2407,Thor Girl,https://www.marvel.com/characters/thor-girl
2408,Thornn ,https://www.marvel.com/characters/thornn-lucia-callasantos
2409,Thornn ,https://www.marvel.com/characters/thornn-proto-husk
2410,Threnody,https://www.marvel.com/characters/threnody
2411,Throb,https://www.marvel.com/characters/throb
2412,Thumbelina,https://www.marvel.com/characters/thumbelina
2413,Thunderball,https://www.marvel.com/characters/thunderball
2414,Thunderbird ,https://www.marvel.com/characters/thunderbird-earth-1100
2415,Thunderbird,https://www.marvel.com/characters/thunderbird-john-proudstar
2416,Thunderbird ,https://www.marvel.com/characters/thunderbird-neal-shaara
2417,Thunderer,https://www.marvel.com/characters/thunderer
2418,Thunderhead,https://www.marvel.com/characters/thunderhead
2419,Thunderstrike ,https://www.marvel.com/characters/thunderstrike-eric-masterson
2420,Thunderstrike ,https://www.marvel.com/characters/thunderstrike-kevin-masterson
2421,Thundra,https://www.marvel.com/characters/thundra
2422,Tiamat,https://www.marvel.com/characters/tiamat
2423,Tiamut,https://www.marvel.com/characters/tiamut
2424,Tiborgh,https://www.marvel.com/characters/tiborgh
2425,Ticktock,https://www.marvel.com/characters/ticktock
2426,Tiger Shark,https://www.marvel.com/characters/tiger-shark
2427,Tiger's Beautiful Daughter,https://www.marvel.com/characters/tiger-s-beautiful-daughter
2428,Tigon Liger,https://www.marvel.com/characters/tigon-liger
2429,Tigra ,https://www.marvel.com/characters/tigra-greer-nelson
2430,Timebroker,https://www.marvel.com/characters/timebroker
2431,Timeslip,https://www.marvel.com/characters/timeslip
2432,Tink,https://www.marvel.com/characters/tink
2433,Tinkerer,https://www.marvel.com/characters/tinkerer
2434,Tippy Toe,https://www.marvel.com/characters/tippy-toe
2435,Tirminater X,https://www.marvel.com/characters/tirminater-x
2436,Titan ,https://www.marvel.com/characters/titan-alien
2437,TItania,https://www.marvel.com/characters/titania
2438,Titania ,https://www.marvel.com/characters/titania-mary-macpherran
2439,Titannus ,https://www.marvel.com/characters/titannus-earth-5012
2440,Tiwaz,https://www.marvel.com/characters/tiwaz
2441,Tlaango,https://www.marvel.com/characters/tlaango
2442,Toad,https://www.marvel.com/characters/toad
2443,Toad ,https://www.marvel.com/characters/toad-earth-58163
2444,Toddler,https://www.marvel.com/characters/toddler
2445,Tom Thumb ,https://www.marvel.com/characters/tom-thumb-earth-712
2446,Tomazooma,https://www.marvel.com/characters/tomazooma
2447,Tombstone,https://www.marvel.com/characters/tombstone
2448,Tommy,https://www.marvel.com/characters/tommy
2449,Tonaja,https://www.marvel.com/characters/tonaja
2450,Topaz,https://www.marvel.com/characters/topaz
2451,Torgo,https://www.marvel.com/characters/torgo
2452,Toro ,https://www.marvel.com/characters/toro-thomas-raymond
2453,Torpedo ,https://www.marvel.com/characters/torpedo-assassin
2454,Torpedo ,https://www.marvel.com/characters/torpedo-michael-stivak
2455,Toth,https://www.marvel.com/characters/toth
2456,Toxin,https://www.marvel.com/characters/toxin
2457,Tracer,https://www.marvel.com/characters/tracer
2458,Trapster ,https://www.marvel.com/characters/trapster-peter-petruski
2459,Trauma ,https://www.marvel.com/characters/trauma-terrance-ward
2460,Trauma ,https://www.marvel.com/characters/trauma-troh-maw
2461,Treefern,https://www.marvel.com/characters/treefern
2462,Trevor,https://www.marvel.com/characters/trevor
2463,Trevor Fitzroy,https://www.marvel.com/characters/trevor-fitzroy
2464,Tri-Sentinel,https://www.marvel.com/characters/tri-sentinel
2465,Tricephalous,https://www.marvel.com/characters/tricephalous
2466,Trickshot,https://www.marvel.com/characters/trickshot
2467,Triton,https://www.marvel.com/characters/triton
2468,Troll,https://www.marvel.com/characters/troll
2469,Turbo ,https://www.marvel.com/characters/turbo-michiko-musashi
2470,Turnner D. Century ,https://www.marvel.com/characters/turnner-d-century-proto-husk
2471,Two-Gun Kid,https://www.marvel.com/characters/two-gun-kid
2472,Two-Legged Rat,https://www.marvel.com/characters/two-legged-rat
2473,Tyesha Hillman,https://www.marvel.com/characters/tyesha-hillman
2474,Tyger Tiger,https://www.marvel.com/characters/tyger-tiger
2475,Typeface,https://www.marvel.com/characters/typeface
2476,Typhoid Mary,https://www.marvel.com/characters/typhoid-mary
2477,Typhon,https://www.marvel.com/characters/typhon
2478,Tyr,https://www.marvel.com/characters/tyr
2479,Tyrant,https://www.marvel.com/characters/tyrant
2480,Tzabaoth,https://www.marvel.com/characters/tzabaoth
2481,U-Go Girl,https://www.marvel.com/characters/u-go-girl
2482,U.S.Agent,https://www.marvel.com/characters/us-agent-john-walker
2483,The Watcher,https://www.marvel.com/characters/uatu-the-watcher
2484,Ulik,https://www.marvel.com/characters/ulik
2485,Ultimate Leanna Parker,https://www.marvel.com/characters/ultimate-leanna-parker
2486,Ultimate Spider Slayer,https://www.marvel.com/characters/ultimate-spider-slayer
2487,Ultimator,https://www.marvel.com/characters/ultimator
2488,Ultimo,https://www.marvel.com/characters/ultimo
2489,Ultra-Vision ,https://www.marvel.com/characters/ultra-vision-earth-90110
2490,Ultron,https://www.marvel.com/characters/ultron
2491,Ultron ,https://www.marvel.com/characters/ultron-earth-9528
2492,Ulysses Bloodstone,https://www.marvel.com/characters/ulysses-bloodstone
2493,Ulzak,https://www.marvel.com/characters/ulzak
2494,Umar,https://www.marvel.com/characters/umar
2495,Una-Rogg,https://www.marvel.com/characters/una-rogg
2496,Uncle Ben ,https://www.marvel.com/characters/uncle-ben-ben-parker
2497,Uncle Pyko,https://www.marvel.com/characters/uncle-pyko
2498,Unicorn,https://www.marvel.com/characters/unicorn
2499,Unicorn ,https://www.marvel.com/characters/unicorn-aaidan-blomfield
2500,Unicorn ,https://www.marvel.com/characters/unicorn-milos-masaryk
2501,Union Jack ,https://www.marvel.com/characters/union-jack-brian-falsworth
2502,Union Jack ,https://www.marvel.com/characters/union-jack-joseph-chapman
2503,Union Jack ,https://www.marvel.com/characters/union-jack-montgomery-falsworth
2504,Unspoken,https://www.marvel.com/characters/unspoken
2505,Unum,https://www.marvel.com/characters/unum
2506,Unus,https://www.marvel.com/characters/unus
2507,Unus ,https://www.marvel.com/characters/unus-age-of-apocalypse
2508,Unus ,https://www.marvel.com/characters/unus-earth-58163
2509,Unus ,https://www.marvel.com/characters/unus-ultimate
2510,Urania,https://www.marvel.com/characters/urania
2511,Ursa Major,https://www.marvel.com/characters/ursa-major
2512,Urthona,https://www.marvel.com/characters/urthona
2513,Vagabond,https://www.marvel.com/characters/vagabond
2514,Vakume ,https://www.marvel.com/characters/vakume-proto-husk
2515,Valentina Allegra de Fontaine,https://www.marvel.com/characters/valentina-allegra-de-fontaine
2516,Valeria Richards,https://www.marvel.com/characters/valeria-richards
2517,Valerie Cooper,https://www.marvel.com/characters/valerie-cooper
2518,Valerie Jessup,https://www.marvel.com/characters/valerie-jessup
2519,Valinor,https://www.marvel.com/characters/valinor
2520,Valkyrie,https://www.marvel.com/characters/valkyrie
2521,Valkyrie ,https://www.marvel.com/characters/valkyrie-brunnhilde
2522,Valkyrie,https://www.marvel.com/characters/valkyrie-samantha-parrington
2523,Vamp ,https://www.marvel.com/characters/vamp-proto-husk
2524,Vampire By Night,https://www.marvel.com/characters/vampire-by-night
2525,Vampiro,https://www.marvel.com/characters/vampiro
2526,Vanessa Fisk,https://www.marvel.com/characters/vanessa-fisk
2527,Vanguard,https://www.marvel.com/characters/vanguard
2528,Vanisher ,https://www.marvel.com/characters/vanisher-age-of-apocalypse
2529,Vanisher ,https://www.marvel.com/characters/vanisher-telford-porter
2530,Vapor,https://www.marvel.com/characters/vapor
2531,Vargas,https://www.marvel.com/characters/vargas
2532,Vector,https://www.marvel.com/characters/vector
2533,Veil,https://www.marvel.com/characters/veil
2534,Veil ,https://www.marvel.com/characters/veil-madeline-berry
2535,Vengeance ,https://www.marvel.com/characters/vengeance-kowalski
2536,Vengeance ,https://www.marvel.com/characters/vengeance-michael-badilino
2537,Venom,https://www.marvel.com/characters/venom-eddie-brock
2538,Venom ,https://www.marvel.com/characters/venom-macdonald-mac-gargan
2539,Venom ,https://www.marvel.com/characters/venom-ultimate
2540,Venomm,https://www.marvel.com/characters/venomm
2541,Venus ,https://www.marvel.com/characters/venus-aphrodite
2542,Venus ,https://www.marvel.com/characters/venus-siren
2543,Venus Dee Milo,https://www.marvel.com/characters/venus-dee-milo
2544,Vera Gemini,https://www.marvel.com/characters/vera-gemini
2545,Verg,https://www.marvel.com/characters/verg
2546,Vermin ,https://www.marvel.com/characters/vermin-edward-whelan
2547,Verminus Rex,https://www.marvel.com/characters/verminus-rex
2548,Veronica Chase ,https://www.marvel.com/characters/veronica-chase-earth-2149
2549,Vertigo,https://www.marvel.com/characters/vertigo
2550,Vex,https://www.marvel.com/characters/vex
2551,Vibraxas,https://www.marvel.com/characters/vibraxas
2552,Victor Mancha,https://www.marvel.com/characters/victor-mancha
2553,Victor Stein,https://www.marvel.com/characters/victor-stein
2554,Victoria Bentley,https://www.marvel.com/characters/victoria-bentley
2555,Victoria Montesi,https://www.marvel.com/characters/victoria-montesi
2556,Vidar,https://www.marvel.com/characters/vidar
2557,Vienna,https://www.marvel.com/characters/vienna
2558,Vin Gonzales,https://www.marvel.com/characters/vin-gonzales
2559,Vin Vision,https://www.marvel.com/characters/vin-vision
2560,Vincent Calabresse,https://www.marvel.com/characters/vincent-calabresse
2561,Vindicator ,https://www.marvel.com/characters/vindicator-heather-hudson
2562,Viper ,https://www.marvel.com/characters/viper-madame-hydra
2563,Virginia Vision,https://www.marvel.com/characters/virginia-vision
2564,Visalia,https://www.marvel.com/characters/visalia
2565,Vision,https://www.marvel.com/characters/vision
2566,Visis,https://www.marvel.com/characters/visis
2567,Viv Vision,https://www.marvel.com/characters/viv-vision
2568,Vixen ,https://www.marvel.com/characters/vixen-crimelord
2569,Vixen ,https://www.marvel.com/characters/vixen-nigel-frobisher
2570,Void,https://www.marvel.com/characters/void
2571,Volga Belle,https://www.marvel.com/characters/volga-belle
2572,Volkh,https://www.marvel.com/characters/volkh
2573,Volla,https://www.marvel.com/characters/volla
2574,Volstagg,https://www.marvel.com/characters/volstagg
2575,Vore,https://www.marvel.com/characters/vore
2576,Vormund,https://www.marvel.com/characters/vormund
2577,Votan,https://www.marvel.com/characters/votan
2578,Voyager,https://www.marvel.com/characters/voyager
2579,Voyager ,https://www.marvel.com/characters/voyager-imperial-guardsman
2580,Vulcan ,https://www.marvel.com/characters/vulcan-gabriel-summers
2581,Vulcan ,https://www.marvel.com/characters/vulcan-unrevealed
2582,Vulture,https://www.marvel.com/characters/vulture-adrian-toomes
2583,Vulture ,https://www.marvel.com/characters/vulture-blackie-drago
2584,W'Kabi,https://www.marvel.com/characters/wkabi
2585,Wal Rus,https://www.marvel.com/characters/wal-rus
2586,Walker,https://www.marvel.com/characters/walker
2587,Wallop,https://www.marvel.com/characters/wallop
2588,Wallow,https://www.marvel.com/characters/wallow
2589,Walter Newell ,https://www.marvel.com/characters/walter-newell-age-of-apocalypse
2590,Wanda ,https://www.marvel.com/characters/wanda-earth-58163
2591,Wanderer,https://www.marvel.com/characters/wanderer
2592,War ,https://www.marvel.com/characters/war-abraham-kieros
2593,War Machine,https://www.marvel.com/characters/war-machine-james-rhodes
2594,Ward Meachum,https://www.marvel.com/characters/ward-meachum
2595,Warlock ,https://www.marvel.com/characters/warlock-technarchy
2596,Warlord Kargul,https://www.marvel.com/characters/warlord-kargul
2597,Warpath,https://www.marvel.com/characters/warpath
2598,Warstar,https://www.marvel.com/characters/warstar
2599,Warstrike,https://www.marvel.com/characters/warstrike
2600,Washout,https://www.marvel.com/characters/washout
2601,Janet Van Dyne,https://www.marvel.com/characters/wasp-janet-van-dyne
2602,Wasp,https://www.marvel.com/characters/wasp-nadia-pym
2603,Wasp ,https://www.marvel.com/characters/wasp-ultimate
2604,Wave,https://www.marvel.com/characters/wave-pearl-pangan
2605,Wayep,https://www.marvel.com/characters/wayep
2606,Wayfinder ,https://www.marvel.com/characters/wayfinder-dal-damoc
2607,Weapon X ,https://www.marvel.com/characters/weapon-x-age-of-apocalypse
2608,Weasel ,https://www.marvel.com/characters/weasel-jack-hammer
2609,Webwing,https://www.marvel.com/characters/webwing
2610,Wenwu,https://www.marvel.com/characters/wenwu
2611,Werewolf By Night,https://www.marvel.com/characters/werewolf-by-night
2612,West Wind ,https://www.marvel.com/characters/west-wind-manishi
2613,West Wind ,https://www.marvel.com/characters/west-wind-unrevealed
2614,Whiplash ,https://www.marvel.com/characters/whiplash-anton-vanko
2615,Whiplash ,https://www.marvel.com/characters/whiplash-mark-scarlotti
2616,Whiplash ,https://www.marvel.com/characters/whiplash-unrevealed
2617,Whirlwind ,https://www.marvel.com/characters/whirlwind-david-cannon
2618,White Light,https://www.marvel.com/characters/white-light
2619,White Noise,https://www.marvel.com/characters/white-noise
2620,White Raven,https://www.marvel.com/characters/white-raven
2621,White Tiger ,https://www.marvel.com/characters/white-tiger-angela-del-toro
2622,White Tiger,https://www.marvel.com/characters/white-tiger-ava-ayala
2623,White Tiger ,https://www.marvel.com/characters/white-tiger-hector-ayala
2624,White Tiger ,https://www.marvel.com/characters/white-tiger-new-men
2625,White Wolf,https://www.marvel.com/characters/white-wolf-hunter
2626,Whizzer ,https://www.marvel.com/characters/whizzer-earth-712
2627,Whizzer ,https://www.marvel.com/characters/whizzer-proto-husk
2628,Whizzer ,https://www.marvel.com/characters/whizzer-robert-frank
2629,Whyteout,https://www.marvel.com/characters/whyteout
2630,Wiccan,https://www.marvel.com/characters/wiccan
2631,Wicked,https://www.marvel.com/characters/wicked
2632,Wild Blood,https://www.marvel.com/characters/wild-blood
2633,Wild Child,https://www.marvel.com/characters/wild-child
2634,Wild Child ,https://www.marvel.com/characters/wild-child-age-of-apocalypse
2635,Wild Thing ,https://www.marvel.com/characters/wild-thing-earth-982
2636,Wildpride,https://www.marvel.com/characters/wildpride
2637,Wildstreak ,https://www.marvel.com/characters/wildstreak-tamika-bowden
2638,Will-O'-The-Wisp,https://www.marvel.com/characters/will-o-the-wisp
2639,William Hollister,https://www.marvel.com/characters/william-hollister
2640,William Stryker,https://www.marvel.com/characters/william-stryker
2641,Willie Lincoln,https://www.marvel.com/characters/willie-lincoln
2642,Wind Dancer,https://www.marvel.com/characters/wind-dancer
2643,Wind Warrior,https://www.marvel.com/characters/wind-warrior
2644,Windshear,https://www.marvel.com/characters/windshear
2645,Winter Soldier,https://www.marvel.com/characters/winter-soldier-bucky-barnes
2646,Wish-demon,https://www.marvel.com/characters/wish-demon
2647,Witchfire,https://www.marvel.com/characters/witchfire
2648,Wither,https://www.marvel.com/characters/wither
2649,Wizard,https://www.marvel.com/characters/wizard
2650,Wolfsbane,https://www.marvel.com/characters/wolfsbane
2651,Wolfsbane ,https://www.marvel.com/characters/wolfsbane-age-of-apocalypse
2652,Wolverine ,https://www.marvel.com/characters/wolverine-earth-58163
2653,Wolverine,https://www.marvel.com/characters/wolverine-james-howlett
2654,Wolverine,https://www.marvel.com/characters/wolverine-laura-kinney
2655,Wolverine ,https://www.marvel.com/characters/wolverine-ultimate
2656,Wonder Man ,https://www.marvel.com/characters/wonder-man-earth-58163
2657,Wonder Man ,https://www.marvel.com/characters/wonder-man-earth-9528
2658,Wonder Man ,https://www.marvel.com/characters/wonder-man-simon-williams
2659,Wong,https://www.marvel.com/characters/wong
2660,Wraith ,https://www.marvel.com/characters/wraith-brian-dewolf
2661,Wraith ,https://www.marvel.com/characters/wraith-zak-del
2662,The Wrecker ,https://www.marvel.com/characters/wrecker-dirk-garthwaite
2663,Wrench ,https://www.marvel.com/characters/wrench-kurt-klemmer
